"方向","代碼","名稱","訂單價格","訂單數量","訂單金額","交易狀態","已成交@均價","下單時間","類型","期限","盤前競價","時段","觸發價","允許開倉","市場","幣種","訂單來源","成交數量","成交價格","成交金額","成交時間","市場","幣種","對手經紀","備註","佣金","平台使用費","交收費","印花稅","交易費","證監會徵費","財匯局徵費","綜合審計跟蹤監管費","交易活動費","證監會規費","合計費用"
"買入","ALAB","Astera Labs","175.83","1","175.83","全部成交","1@175.83","2025/10/14 09:36:16 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","175.83","175.83","2025/10/14 09:36:19 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","DVN","戴文能源","市價","2","69.15","全部成交","2@34.575","2025/09/05 10:10:38 (美東)","止損市價單","撤單前有效","","盤中","34.58","不允許","美股","USD","","2","34.575","69.15","2025/09/05 11:08:25 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","DVN","戴文能源","35.35","2","70.70","全部成交","2@35.3383","2025/09/05 10:10:05 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","35.3383","70.68","2025/09/05 10:10:05 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","BDX","碧迪醫療","192.84","2","385.68","全部成交","2@192.82","2025/09/05 10:07:20 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","192.82","385.64","2025/09/05 10:07:21 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","WDAY","Workday","市價","2","449.22","全部成交","2@224.6101","2025/09/05 10:05:27 (美東)","止損市價單","撤單前有效","","盤中","224.80","不允許","美股","USD","","2","224.6101","449.22","2025/09/10 10:47:21 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","WDAY","Workday","237.70","2","475.40","全部成交","2@237.43","2025/09/05 10:03:08 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","237.43","474.86","2025/09/05 10:03:39 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","BDX","碧迪醫療","192.88","2","385.76","下單失敗","0@0.00","2025/09/05 10:00:27 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","192.80","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","WDAY","Workday","236.96","2","473.92","下單失敗","0@0.00","2025/09/05 09:58:08 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","236.80","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","CRDO","Credo Technology","125.50","1","125.50","全部成交","1@125.49","2025/09/03 03:16:39 (美東)","限價單","當日有效","","全時段","","","美股","USD","","1","125.49","125.49","2025/09/03 03:16:39 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","CRDO","Credo Technology","125.78","1","125.78","全部成交","1@125.78","2025/09/03 01:18:57 (美東)","限價單","當日有效","","全時段","","","美股","USD","","1","125.78","125.78","2025/09/03 01:26:25 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","02590","極智嘉-W","市價","200","4,200.00","全部成交","200@21.00","2025/08/29 10:26:06 (香港)","止損市價單","撤單前有效","","","21.07","","港股","HKD","","200","21.00","4,200.00","2025/09/05 09:32:02 (香港)","港股","HKD","8411","","0","15","0.18","5","0.24","0.11","0.01","","","","20.54"
"買入","CRDO","Credo Technology","116.30","2","232.60","全部成交","2@116.30","2025/08/25 10:56:35 (美東)","限價單","撤單前有效","","盤前+盤中+盤後","","","美股","USD","","2","116.30","232.60","2025/08/25 10:57:11 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","TEM","Tempus AI","73.75","1","73.75","全部成交","1@73.75","2025/08/20 19:26:22 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","73.75","73.75","2025/08/20 19:27:14 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","FUTU","富途控股","170.10","1","170.10","全部成交","1@170.10","2025/08/20 10:09:43 (美東)","止損限價單","當日有效","","盤中","170.05","允許","美股","USD","","1","170.10","170.10","2025/08/20 10:15:26 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","FUTU","富途控股","168.13","1","168.13","全部成交","1@168.13","2025/08/20 10:04:18 (美東)","限價單","當日有效","","盤中","","","美股","USD","","1","168.13","168.13","2025/08/20 10:04:18 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","FAST","快扣","市價","1","49.10","全部成交","1@49.1002","2025/08/19 12:14:54 (美東)","止損市價單","撤單前有效","","盤中","49.10","不允許","美股","USD","","1","49.1002","49.10","2025/08/21 11:18:17 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"買入","FAST","快扣","49.61","1","49.61","全部成交","1@49.605","2025/08/19 12:14:14 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","49.605","49.61","2025/08/19 12:14:15 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","TEM","Tempus AI","市價","1","71.50","全部成交","1@71.501","2025/08/18 10:24:16 (美東)","止損市價單","撤單前有效","","盤中","71.38","","美股","USD","","1","71.501","71.50","2025/08/20 09:30:06 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"買入","TEM","Tempus AI","73.66","1","73.66","全部成交","1@73.66","2025/08/18 10:23:22 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","73.66","73.66","2025/08/18 10:23:23 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","TME","騰訊音樂","市價","1","22.77","全部成交","1@22.7702","2025/08/14 11:01:50 (美東)","止損市價單","撤單前有效","","盤中","22.78","不允許","美股","USD","","1","22.7702","22.77","2025/10/02 10:46:54 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"買入","TME","騰訊音樂","25.84","1","25.84","全部成交","1@25.8391","2025/08/14 11:00:54 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","25.8391","25.84","2025/08/14 11:00:55 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","GOOGL","谷歌-A","市價","1","196.78","全部成交","1@196.7803","2025/08/14 10:22:38 (美東)","止損市價單","撤單前有效","","盤中","196.78","不允許","美股","USD","","1","196.7803","196.78","2025/08/20 10:53:23 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"買入","GOOGL","谷歌-A","202.18","1","202.18","全部成交","1@202.1699","2025/08/14 10:21:33 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","202.1699","202.17","2025/08/14 10:21:33 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","ALNY","阿里拉姆制藥","市價","1","455.58","全部成交","1@455.58","2025/08/14 10:20:26 (美東)","止損市價單","撤單前有效","","盤中","454.98","不允許","美股","USD","","1","455.58","455.58","2025/08/21 09:31:42 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"買入","ALNY","阿里拉姆制藥","436.30","1","436.30","全部成交","1@436.30","2025/08/14 10:19:24 (美東)","限價單","當日有效","","盤中","","","美股","USD","","1","436.30","436.30","2025/08/14 10:19:24 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","ALNY","阿里拉姆制藥","435.64","1","435.64","已撤單","0@0.00","2025/08/14 10:18:33 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","GOOGL","谷歌-A","202.09","2","404.18","下單失敗","0@0.00","2025/08/14 10:17:45 (美東)","止損限價單","當日有效","","盤中","202.05","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","01333","博雷頓","市價","200","8,176.00","全部成交","200@40.88","2025/08/14 10:05:40 (香港)","止損市價單","撤單前有效","","","41.30","","港股","HKD","","200","40.88","8,176.00","2025/08/26 10:28:15 (香港)","港股","HKD","3646","","0","15","0.34","9","0.46","0.22","0.01","","","","25.03"
"買入","01333","博雷頓","40.92","200","8,184.00","全部成交","200@40.90","2025/08/14 10:04:31 (香港)","限價單","當日有效","允許","","","","港股","HKD","","200","40.90","8,180.00","2025/08/14 10:04:31 (香港)","港股","HKD","5429","","0","15","0.34","9","0.46","0.22","0.01","","","","25.03"
"買入","01333","博雷頓","40.78","200","8,156.00","已撤單","0@0.00","2025/08/14 10:03:42 (香港)","限價單","當日有效","允許","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","01333","博雷頓","40.66","200","8,132.00","已撤單","0@0.00","2025/08/14 10:03:06 (香港)","限價單","當日有效","允許","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","TPR","Tapestry","市價","2","229.42","全部成交","2@114.7101","2025/08/13 12:24:09 (美東)","止損市價單","撤單前有效","","盤中","114.90","不允許","美股","USD","","2","114.7101","229.42","2025/10/22 11:30:19 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","TPR","Tapestry","113.92","1","113.92","全部成交","1@113.92","2025/08/13 12:23:47 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","113.92","113.92","2025/08/13 12:23:48 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","TPR","Tapestry","113.91","1","113.91","全部成交","1@113.91","2025/08/13 12:22:25 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","113.91","113.91","2025/08/13 12:22:26 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","BDX","碧迪醫療","市價","3","548.25","全部成交","3@182.75","2025/08/13 12:15:35 (美東)","止損市價單","撤單前有效","","盤中","182.98","不允許","美股","USD","","3","182.75","548.25","2025/09/25 09:37:43 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","BDX","碧迪醫療","195.78","1","195.78","全部成交","1@195.78","2025/08/13 12:15:08 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","195.78","195.78","2025/08/13 12:15:09 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","NVDA","英偉達","181.92","1","181.92","全部成交","1@181.92","2025/08/13 10:20:21 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","181.92","181.92","2025/08/13 10:20:25 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","AMRZ","Amrize","52.20","2","104.40","已撤單","0@0.00","2025/08/13 10:05:40 (美東)","止損限價單","當日有效","","盤中","52.00","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","SYY","西思科公司","市價","2","157.98","全部成交","2@78.99","2025/08/13 10:04:14 (美東)","止損市價單","撤單前有效","","盤中","78.97","不允許","美股","USD","","2","78.99","157.98","2025/08/18 09:39:24 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","SYY","西思科公司","81.89","2","163.78","全部成交","2@81.89","2025/08/13 10:03:39 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","81.89","163.78","2025/08/13 10:03:39 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","02590","極智嘉-W","市價","200","4,632.00","全部成交","200@23.16","2025/08/13 14:14:21 (香港)","止損市價單","撤單前有效","","","23.24","","港股","HKD","","200","23.16","4,632.00","2025/09/03 14:33:11 (香港)","港股","HKD","178","","0","15","0.19","5","0.26","0.13","0.01","","","","20.59"
"買入","02590","極智嘉-W","19.21","400","7,684.00","全部成交","400@19.21","2025/08/13 14:07:27 (香港)","限價單","當日有效","允許","","","","港股","HKD","","200","19.21","3,842.00","2025/08/13 14:07:27 (香港)","港股","HKD","6825","","0","15","0.32","8","0.44","0.2","0.02","","","","23.98"
"","","","","","","","","","","","","","","","","","","200","19.21","3,842.00","2025/08/13 14:07:27 (香港)","港股","HKD","6825","","","","","","","","","","","",""
"賣出","EA","藝電","市價","2","331.66","全部成交","2@165.83","2025/08/12 01:08:25 (美東)","止損市價單","撤單前有效","","盤中","165.98","不允許","美股","USD","","2","165.83","331.66","2025/09/04 09:50:33 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","EA","藝電","觸及市價","2","0.00","已撤單","0@0.00","2025/08/12 01:07:54 (美東)","止損市價單","撤單前有效","","盤中","161.98","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","EA","藝電","觸及市價","2","0.00","已撤單","0@0.00","2025/08/12 01:07:49 (美東)","止損市價單","撤單前有效","","盤中","161.98","允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","EBAY","eBay","95.76","2","191.52","全部成交","2@95.76","2025/08/12 00:51:45 (美東)","限價單","撤單前有效","","全時段","","","美股","USD","","2","95.76","191.52","2025/08/12 01:24:50 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","EA","藝電","176.27","2","352.54","全部成交","2@176.27","2025/08/12 00:50:53 (美東)","限價單","當日有效","","全時段","","","美股","USD","","2","176.27","352.54","2025/08/12 00:50:54 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","EA","藝電","176.27","2","352.54","下單失敗","0@0.00","2025/08/12 00:50:25 (美東)","限價單","當日有效","","全時段","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","WDC","西部數據","市價","2","249.98","全部成交","2@124.99","2025/08/11 09:50:36 (美東)","止損市價單","撤單前有效","","盤中","125.00","","美股","USD","","2","124.99","249.98","2025/10/27 11:53:07 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","TEM","Tempus AI","市價","3","262.38","全部成交","3@87.4601","2025/08/11 09:48:18 (美東)","止損市價單","撤單前有效","","盤中","87.40","","美股","USD","","3","87.4601","262.38","2025/10/17 10:31:07 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","MP","MP Materials","市價","2","145.58","全部成交","2@72.7914","2025/08/11 09:47:02 (美東)","止損市價單","撤單前有效","","盤中","72.80","","美股","USD","","2","72.7914","145.58","2025/08/11 15:51:02 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","TEM","Tempus AI","64.55","2","129.10","全部成交","2@64.3688","2025/08/11 09:45:17 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","64.35","","美股","USD","","2","64.3688","128.74","2025/08/11 09:45:38 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","MP","MP Materials","80.70","2","161.40","全部成交","2@80.70","2025/08/11 09:44:18 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","80.67","","美股","USD","","1","80.70","80.70","2025/08/11 09:45:12 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"","","","","","","","","","","","","","","","","","","1","80.70","80.70","2025/08/11 09:45:12 (美東)","美股","USD","","","","","","","","","","","","",""
"買入","WDC","西部數據","76.80","2","153.60","全部成交","2@76.52","2025/08/11 09:40:01 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","76.50","","美股","USD","","2","76.52","153.04","2025/08/11 09:49:22 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","02577","英諾賽科","市價","200","13,380.00","全部成交","200@66.90","2025/08/08 09:51:06 (香港)","止損市價單","撤單前有效","","","66.90","","港股","HKD","","100","66.90","6,690.00","2025/08/08 15:44:14 (香港)","港股","HKD","6997","","0","15","0.56","14","0.76","0.36","0.02","","","","30.7"
"","","","","","","","","","","","","","","","","","","100","66.90","6,690.00","2025/08/08 15:44:14 (香港)","港股","HKD","1346","","","","","","","","","","","",""
"買入","02577","英諾賽科","69.90","200","13,980.00","全部成交","200@69.90","2025/08/08 09:49:16 (香港)","限價單","當日有效","允許","","","","港股","HKD","","200","69.90","13,980.00","2025/08/08 09:49:16 (香港)","港股","HKD","8460","","0","15","0.59","14","0.79","0.38","0.02","","","","30.78"
"賣出","TSM","台積電","市價","2","590.00","全部成交","2@295.0005","2025/08/07 10:41:56 (美東)","止損市價單","撤單前有效","","盤中","295.00","不允許","美股","USD","","2","295.0005","590.00","2025/10/17 11:36:28 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","PLTR","Palantir","市價","3","446.88","全部成交","3@148.9603","2025/08/07 10:40:41 (美東)","止損市價單","撤單前有效","","盤中","148.98","不允許","美股","USD","","3","148.9603","446.88","2025/08/20 09:50:01 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","CRDO","Credo Technology","市價","5","685.95","全部成交","5@137.19","2025/08/07 10:38:25 (美東)","止損市價單","撤單前有效","","盤中","137.00","不允許","美股","USD","","5","137.19","685.95","2025/10/17 10:36:57 (美東)","美股","USD","","","0.99","1","0.02","","","","","0","0.01","","2.02"
"賣出","NVDA","英偉達","市價","4","675.48","全部成交","4@168.87","2025/08/07 10:36:50 (美東)","止損市價單","撤單前有效","","盤中","168.98","不允許","美股","USD","","4","168.87","675.48","2025/08/20 10:08:48 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","CRDO","Credo Technology","121.25","1","121.25","全部成交","1@121.25","2025/08/07 09:50:41 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","121.25","121.25","2025/08/07 09:51:02 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","TSM","台積電","246.94","2","493.88","全部成交","2@246.94","2025/08/07 09:40:29 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","246.94","493.88","2025/08/07 09:40:31 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","PLTR","Palantir","180.04","3","540.12","全部成交","3@180.04","2025/08/07 09:37:18 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","3","180.04","540.12","2025/08/07 09:37:18 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","NVDA","英偉達","182.46","1","182.46","全部成交","1@182.4397","2025/08/07 09:36:32 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","182.4397","182.44","2025/08/07 09:36:33 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","NVDA","英偉達","182.57","2","365.14","全部成交","2@182.57","2025/08/07 09:36:09 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","182.57","365.14","2025/08/07 09:36:15 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","ALAB","Astera Labs","市價","1","155.87","全部成交","1@155.87","2025/08/07 08:53:11 (美東)","止損市價單","撤單前有效","","盤中","156.00","不允許","美股","USD","","1","155.87","155.87","2025/10/17 10:33:08 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"賣出","ORLY","奧萊利","市價","1","98.97","全部成交","1@98.97","2025/08/07 08:52:27 (美東)","止損市價單","撤單前有效","","盤中","98.88","不允許","美股","USD","","1","98.97","98.97","2025/10/23 09:30:12 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"賣出","ALAB","Astera Labs","市價","1","134.90","全部成交","1@134.895","2025/08/05 11:46:49 (美東)","止損市價單","撤單前有效","","盤中","134.80","","美股","USD","","1","134.895","134.90","2025/08/05 14:30:30 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"買入","ALAB","Astera Labs","136.97","1","136.97","全部成交","1@136.97","2025/08/05 11:46:01 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","136.97","136.97","2025/08/05 11:46:01 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","02438","出門問問","觸及市價","4,000","0.00","已撤單","0@0.00","2025/08/05 12:52:48 (香港)","止損市價單","撤單前有效","","","0.83","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02400","心動公司","市價","200","14,430.00","全部成交","200@72.15","2025/08/05 09:46:16 (香港)","止損市價單","撤單前有效","","","72.20","","港股","HKD","","200","72.15","14,430.00","2025/08/07 09:49:51 (香港)","港股","HKD","6387","","0","15","0.61","15","0.82","0.39","0.02","","","","31.84"
"賣出","02590","極智嘉-W","市價","400","7,448.00","全部成交","400@18.62","2025/08/05 09:43:10 (香港)","止損市價單","撤單前有效","","","18.63","","港股","HKD","","400","18.62","7,448.00","2025/08/07 09:40:42 (香港)","港股","HKD","7915","","0","15","0.31","8","0.42","0.2","0.01","","","","23.94"
"買入","02590","極智嘉-W","17.89","400","7,156.00","全部成交","400@17.89","2025/08/05 09:42:11 (香港)","限價單","當日有效","允許","","","","港股","HKD","","400","17.89","7,156.00","2025/08/05 09:42:14 (香港)","港股","HKD","2578","","0","15","0.3","8","0.4","0.19","0.01","","","","23.9"
"買入","02400","心動公司","68.50","200","13,700.00","全部成交","200@68.50","2025/08/05 09:39:05 (香港)","止損限價單","當日有效","","","68.40","允許","港股","HKD","","200","68.50","13,700.00","2025/08/05 09:45:07 (香港)","港股","HKD","9024","","0","15","0.58","14","0.77","0.37","0.02","","","","30.74"
"買入","02050","三花智控","26.95","200","5,390.00","下單失敗","0@0.00","2025/08/04 09:45:11 (香港)","限價單","撤單前有效","允許","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02510","德翔海運","市價","2,000","17,880.00","全部成交","2,000@8.94","2025/08/04 09:43:09 (香港)","止損市價單","撤單前有效","","","8.94","","港股","HKD","","2,000","8.94","17,880.00","2025/08/04 10:06:12 (香港)","港股","HKD","8309","","0","15","0.75","18","1.01","0.48","0.03","","","","35.27"
"買入","02510","德翔海運","9.26","2,000","18,520.00","全部成交","2,000@9.26","2025/08/04 09:41:41 (香港)","限價單","當日有效","允許","","","","港股","HKD","","2,000","9.26","18,520.00","2025/08/04 09:41:42 (香港)","港股","HKD","5998","","0","15","0.78","19","1.05","0.5","0.03","","","","36.36"
"賣出","06613","藍思科技","市價","200","3,746.00","全部成交","200@18.73","2025/08/04 09:34:50 (香港)","止損市價單","撤單前有效","","","18.72","","港股","HKD","","200","18.73","3,746.00","2025/08/04 09:35:16 (香港)","港股","HKD","8533","","0","15","0.16","4","0.21","0.1","0.01","","","","19.48"
"賣出","02689","玖龍紙業","市價","2,000","10,060.00","全部成交","2,000@5.03","2025/08/01 13:15:03 (香港)","止損市價單","撤單前有效","","","5.03","","港股","HKD","","2,000","5.03","10,060.00","2025/08/07 10:36:15 (香港)","港股","HKD","2453","","0","15","0.42","11","0.57","0.27","0.02","","","","27.28"
"買入","02689","玖龍紙業","4.64","2,000","9,280.00","全部成交","2,000@4.64","2025/08/01 13:14:09 (香港)","限價單","當日有效","允許","","","","港股","HKD","","2,000","4.64","9,280.00","2025/08/01 13:14:09 (香港)","港股","HKD","6998","","0","15","0.39","10","0.52","0.25","0.01","","","","26.17"
"賣出","01357","美圖公司","市價","1,000","11,760.00","全部成交","1,000@11.76","2025/08/01 11:15:46 (香港)","止損市價單","撤單前有效","","","11.76","","港股","HKD","","1,000","11.76","11,760.00","2025/08/01 11:27:34 (香港)","港股","HKD","5999","","0","15","0.49","12","0.66","0.32","0.02","","","","28.49"
"買入","01357","美圖公司","11.98","1,000","11,980.00","全部成交","1,000@11.98","2025/08/01 11:14:37 (香港)","限價單","當日有效","允許","","","","港股","HKD","","1,000","11.98","11,980.00","2025/08/01 11:14:38 (香港)","港股","HKD","6999","","0","15","0.5","12","0.68","0.32","0.02","","","","28.52"
"買入","03880","泰德醫藥","37.35","100","3,735.00","已撤單","0@0.00","2025/08/01 10:21:03 (香港)","止損限價單","當日有效","","","37.20","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","02438","出門問問","0.97","3,000","2,910.00","全部成交","3,000@0.96","2025/08/01 10:20:33 (香港)","止損限價單","當日有效","","","0.96","","港股","HKD","","3,000","0.96","2,880.00","2025/08/01 10:22:48 (香港)","港股","HKD","1346","","0","15","0.12","3","0.16","0.08","0","","","","18.36"
"賣出","EBAY","eBay","市價","2","181.70","全部成交","2@90.85","2025/07/31 10:21:20 (美東)","止損市價單","撤單前有效","","盤中","90.99","不允許","美股","USD","","2","90.85","181.70","2025/08/06 09:30:01 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","EBAY","eBay","90.36","2","180.72","全部成交","2@90.36","2025/07/31 10:20:42 (美東)","限價單","當日有效","","盤中","","","美股","USD","","2","90.36","180.72","2025/07/31 10:20:45 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","HOOD","Robinhood","市價","2","205.94","全部成交","2@102.97","2025/07/31 10:19:54 (美東)","止損市價單","撤單前有效","","盤中","102.99","不允許","美股","USD","","2","102.97","205.94","2025/08/06 09:39:16 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","HOOD","Robinhood","107.83","2","215.66","全部成交","2@107.83","2025/07/31 10:18:49 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","107.83","215.66","2025/07/31 10:19:01 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","02438","出門問問","0.85","1,000","850.00","全部成交","1,000@0.84","2025/07/31 12:01:17 (香港)","止損限價單","當日有效","","","0.84","允許","港股","HKD","","1,000","0.84","840.00","2025/07/31 13:01:18 (香港)","港股","HKD","8469","","0","15","0.04","1","0.05","0.02","0","","","","16.11"
"賣出","02438","出門問問","市價","6,000","4,500.00","全部成交","6,000@0.75","2025/07/31 11:48:01 (香港)","止損市價單","撤單前有效","","","0.75","","港股","HKD","","6,000","0.75","4,500.00","2025/08/04 09:45:13 (香港)","港股","HKD","2455","","0","15","0.19","5","0.25","0.12","0.01","","","","20.57"
"買入","02438","出門問問","0.82","2,000","1,640.00","全部成交","2,000@0.82","2025/07/31 10:38:31 (香港)","止損限價單","當日有效","","","0.81","允許","港股","HKD","","2,000","0.82","1,640.00","2025/07/31 11:39:05 (香港)","港股","HKD","7126","","0","15","0.07","2","0.09","0.04","0","","","","17.2"
"買入","FUTU","富途控股","154.54","2","309.08","全部成交","2@154.54","2025/07/30 10:23:36 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","154.54","309.08","2025/07/30 10:23:36 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","PFGC","Performance Food","市價","2","193.83","全部成交","2@96.9172","2025/07/30 10:19:56 (美東)","止損市價單","撤單前有效","","盤中","96.95","","美股","USD","","2","96.9172","193.83","2025/08/07 12:01:15 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","HIMS","Hims & Hers Health","市價","2","126.41","全部成交","2@63.205","2025/07/30 10:18:53 (美東)","止損市價單","撤單前有效","","盤中","63.21","","美股","USD","","2","63.205","126.41","2025/08/01 09:52:57 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","HIMS","Hims & Hers Health","65.28","2","130.56","全部成交","2@65.179","2025/07/30 10:18:16 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","65.179","130.36","2025/07/30 10:18:17 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","PFGC","Performance Food","101.58","2","203.16","全部成交","2@101.5333","2025/07/30 10:16:20 (美東)","止損限價單","當日有效","","盤中","101.55","","美股","USD","","2","101.5333","203.07","2025/07/30 10:18:45 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
